src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.5.35.149,239.255.255.250,51395,1900,2048,2022-05-18 12:26:43,2794519.0,313.47076187351024,1.4313733418881747,1.4313733418881747,0.0,4,0,876,0,219.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,219,219,219.0,0.0,0.0,32,0,8,4,931506.3333333334,983409.0,889155.0,39067.250609970266,2794519.0,983409.0,889155.0,931506.3333333334,39067.250609970266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,219.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,4.0,0.0,0.0,250.49033483043056,0.0,219.0,0.0,0,4,0,876,0
10.5.41.93,239.255.255.250,47443,1900,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,169,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,1,0,169,0
10.5.41.83,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,6438451.0,189.48657060525895,0.6212674446074063,0.6212674446074063,0.0,4,0,1220,0,408.0,188.0,305.0,103.47463457292324,0.0,0.0,0.0,0.0,408,188,305.0,103.47463457292324,10707.0,32,0,8,4,2146150.3333333335,3066618.0,1504594.0,667494.5158527937,6438451.0,3066618.0,1504594.0,2146150.3333333335,667494.5158527937,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,305.0,0,0,0.0,0.0,0.0,0.0,1867239.0,1562024.0,1714631.5,152607.5,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0,4,0,1220,0
10.5.46.42,255.255.255.255,60505,6667,2048,2022-05-18 12:26:43,4907710.0,88.02476103926271,0.4075220418484385,0.4075220418484385,0.0,2,0,432,0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,216,216,216.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,216.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0,2,0,432,0
10.5.35.156,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,946397.0,4051.154008307296,4.22655608587094,4.22655608587094,0.0,4,0,3834,0,1068.0,849.0,958.5,109.5,0.0,0.0,0.0,0.0,1068,849,958.5,109.5,11990.25,32,0,8,4,315465.6666666667,940018.0,2827.0,441625.28928971244,946397.0,940018.0,2827.0,315465.6666666667,441625.28928971244,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,958.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3658.0,4.0,0.0,0.0,3865.185540528975,0.0,958.5,0.0,0,4,0,3834,0
10.5.43.107,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,6174509.0,358.8949339939419,0.809780988253479,0.809780988253479,0.0,5,0,2216,0,918.0,89.0,443.2,270.6750080816476,0.0,0.0,0.0,0.0,918,89,443.2,270.6750080816476,73264.95999999999,40,0,8,5,1543627.25,4015913.0000000005,375091.0,1459554.886661748,6174509.0,4015913.0000000005,375091.0,1543627.25,1459554.886661748,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,443.2,0,0,0.0,0.0,0.0,0.0,2812996.0,1202917.0,2007956.5,805039.5,0.0,0.0,0.0,0.0,0.0,0.0,443.2,0.0,0,5,0,2216,0
10.5.32.83,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,823,0,823.0,823.0,823.0,0.0,0.0,0.0,0.0,0.0,823,823,823.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,823.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0,1,0,823,0
10.5.42.134,239.255.255.250,49442,1900,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,181,0,181.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0,181,181,181.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,181.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0,1,0,181,0
10.5.44.255,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,6700440.0,197.59896365014833,0.7462196512467838,0.7462196512467838,0.0,5,0,1324,0,388.0,162.0,264.8,103.10848655663607,0.0,0.0,0.0,0.0,388,162,264.8,103.10848655663607,10631.36,40,0,8,5,1675110.0,2763372.0,572026.0,1058365.4610698046,6700440.0,2763372.0,572026.0,1675110.0,1058365.4610698046,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,264.8,0,0,0.0,0.0,0.0,0.0,2702161.0,61211.0,1381686.0,1320475.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8,0.0,0,5,0,1324,0
10.5.32.102,239.255.255.250,52820,1900,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,176,0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,176,176,176.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,176.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0,1,0,176,0
10.5.32.59,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,6397873.0,224.76219831184522,0.7815097298742879,0.7815097298742879,0.0,5,0,1438,0,402.0,174.0,287.6,95.6192449248581,0.0,0.0,0.0,0.0,402,174,287.6,95.6192449248581,9143.039999999999,40,0,8,5,1599468.25,2739908.0,599323.0,786502.348739778,6397873.0,2739908.0,599323.0,1599468.25,786502.348739778,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,287.6,0,0,0.0,0.0,0.0,0.0,1815336.0,1496602.0,1655969.0,159367.0,0.0,0.0,0.0,0.0,0.0,0.0,287.6,0.0,0,5,0,1438,0
10.5.44.247,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,5503611.0,452.4302317151412,1.090193329434075,1.090193329434075,0.0,6,0,2490,0,779.0,224.0,415.0,197.89138435010253,0.0,0.0,0.0,0.0,779,224,415.0,197.89138435010253,39161.0,48,0,8,6,1100722.2,3576236.0,31556.0,1307419.0706041271,5503611.0,3576236.0,31556.0,1100722.2,1307419.0706041271,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,415.0,0,0,0.0,0.0,0.0,0.0,2303378.0,1272858.0,1788118.0,515260.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0,6,0,2490,0
10.5.40.81,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,5884690.0,130.1682841407109,0.5097974574701472,0.5097974574701472,0.0,3,0,766,0,383.0,160.0,255.33333333333334,93.86633522668757,0.0,0.0,0.0,0.0,383,160,255.33333333333334,93.86633522668757,8810.888888888889,24,0,8,3,2942345.0,5255084.0,629606.0,2312739.0,5884690.0,5255084.0,629606.0,2942345.0,2312739.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,255.33333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.33333333333334,0.0,0,3,0,766,0
10.5.32.241,239.255.255.250,59842,1900,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,169,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,1,0,169,0
10.5.35.93,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,4916637.0,182.645169858991,0.8135642309977329,0.8135642309977329,0.0,4,0,898,0,372.0,155.0,224.5,88.725700898894,0.0,0.0,0.0,0.0,372,155,224.5,88.725700898894,7872.25,32,0,8,4,1638879.0,3651643.0,588121.0,1423700.2070070792,4916637.0,3651643.0,588121.0,1638879.0,1423700.2070070792,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,224.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.5,0.0,0,4,0,898,0
10.5.35.229,239.255.255.250,42140,1900,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,169,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,1,0,169,0
10.5.41.213,239.255.255.250,56570,1900,2048,2022-05-18 12:26:44,3083620.0,282.7845194933228,1.297176694923499,1.297176694923499,0.0,4,0,872,0,218.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218,218,218.0,0.0,0.0,32,0,8,4,1027873.3333333334,1155238.0,959774.0,90132.60092897697,3083620.0,1155238.0,959774.0,1027873.3333333334,90132.60092897697,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,4,0,872,0
10.5.41.213,239.255.255.250,56571,1900,2048,2022-05-18 12:26:44,3085129.0,283.9427459921449,1.2965422191422142,1.2965422191422142,0.0,4,0,876,0,219.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,219,219,219.0,0.0,0.0,32,0,8,4,1028376.3333333334,1156483.0,959710.0,90663.36379645798,3085129.0,1156483.0,959710.0,1028376.3333333334,90663.36379645798,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,219.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0,4,0,876,0
10.5.38.245,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,7091329.0,1020.2600951105215,2.679328515148571,2.679328515148571,0.0,19,0,7235,0,1485.0,138.0,380.7894736842105,343.4376644500147,0.0,0.0,0.0,0.0,1485,138,380.7894736842105,343.4376644500147,117949.4293628809,152,0,8,19,393962.72222222225,973426.0,1547.0,360867.621539596,7091329.0,973426.0,1547.0,393962.72222222225,360867.621539596,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,380.7894736842105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6399.0,19.0,0.0,0.0,902.3696404439845,0.0,380.7894736842105,0.0,0,19,0,7235,0
10.5.37.67,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,154,0,154.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,154,154,154.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,154.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0,1,0,154,0
10.5.34.227,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,154,0,154.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,154,154,154.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,154.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0,1,0,154,0
10.5.36.104,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,4603478.0,1649.8395343694485,4.127314174196119,4.127314174196119,0.0,19,0,7595,0,1474.0,142.0,399.7368421052632,305.89692830743246,0.0,0.0,0.0,0.0,1474,142,399.7368421052632,305.89692830743246,93572.93074792247,152,0,8,19,255748.77777777778,1202698.0,1261.0,351686.1272572076,4603478.0,1202698.0,1261.0,255748.77777777778,351686.1272572076,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,399.7368421052632,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.0,18.0,0.0,0.0,1889.8605614006199,0.0,399.7368421052632,0.0,0,19,0,7595,0
10.5.41.188,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,5240888.0,468.4320672374605,1.1448441561811662,1.1448441561811662,0.0,6,0,2455,0,747.0,208.0,409.1666666666667,180.81704995811526,0.0,0.0,0.0,0.0,747,208,409.1666666666667,180.81704995811526,32694.80555555555,48,0,8,6,1048177.6,3096345.0,41999.0,1089848.6910424952,5240888.0,3096345.0,41999.0,1048177.6,1089848.6910424952,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,409.1666666666667,0,0,0.0,0.0,0.0,0.0,1929556.0,1166789.0,1548172.5,381383.5,0.0,0.0,0.0,0.0,0.0,0.0,409.1666666666667,0.0,0,6,0,2455,0
10.5.34.227,239.255.255.250,38885,1900,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,166,0,166.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,166,166,166.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,166.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0,1,0,166,0
10.5.34.152,255.255.255.255,49156,6667,2048,2022-05-18 12:26:44,5192708.0,83.19358608263742,0.3851554911233214,0.3851554911233214,0.0,2,0,432,0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,216,216,216.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,216.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0,2,0,432,0
0.0.0.0,255.255.255.255,68,67,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,344,0,344.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,344,344,344.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,344.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0,1,0,344,0
10.5.32.1,255.255.255.255,67,68,2048,2022-05-18 12:26:44,0.0,0,0,0,0,1,0,344,0,344.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,344,344,344.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,344.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0,1,0,344,0
10.5.42.152,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,330481.0,2780.7952650833176,6.05178512531734,6.05178512531734,0.0,2,0,919,0,753.0,166.0,459.5,293.5,0.0,0.0,0.0,0.0,753,166,459.5,293.5,86142.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,459.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.5,0.0,0,2,0,919,0
10.5.45.157,224.0.0.251,5353,5353,2048,2022-05-18 12:26:44,5167096.0,210.1760834325509,0.5805969155595329,0.5805969155595329,0.0,3,0,1086,0,448.0,190.0,362.0,121.62236636408618,0.0,0.0,0.0,0.0,448,190,362.0,121.62236636408618,14792.0,24,0,8,3,2583548.0,2734880.0,2432216.0,151332.0,5167096.0,2734880.0,2432216.0,2583548.0,151332.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,362.0,0,0,0.0,0.0,0.0,0.0,2432216.0,302664.0,1367440.0,1064776.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0,3,0,1086,0
10.5.38.125,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,6140815.0,400.2726022523069,0.9770690046842316,0.9770690046842316,0.0,6,0,2458,0,757.0,213.0,409.6666666666667,188.20880838992514,0.0,0.0,0.0,0.0,757,213,409.6666666666667,188.20880838992514,35422.555555555555,48,0,8,6,1228163.0,1809811.0,628305.0,422818.9361904218,6140815.0,1809811.0,628305.0,1228163.0,422818.9361904218,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,409.6666666666667,0,0,0.0,0.0,0.0,0.0,1549378.0,260433.00000000003,904905.5,644472.5,0.0,0.0,0.0,0.0,0.0,0.0,409.6666666666667,0.0,0,6,0,2458,0
10.5.38.223,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,0.0,0,0,0,0,1,0,219,0,219.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,219,219,219.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,219.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0,1,0,219,0
10.5.38.38,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,5520806.0,60.13614678726258,0.7245318890031637,0.7245318890031637,0.0,4,0,332,0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,83,83,83.0,0.0,0.0,32,0,8,4,1840268.6666666667,3644375.0,921059.0,1275772.7310594504,5520806.0,3644375.0,921059.0,1840268.6666666667,1275772.7310594504,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,83.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0,4,0,332,0
10.5.38.38,224.0.0.252,62958,5355,2048,2022-05-18 12:26:45,350843.0,438.94277497342114,5.70055551913534,5.70055551913534,0.0,2,0,154,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,2,0,154,0
10.5.40.84,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,4351412.0,256.4684750605091,1.1490523076187684,1.1490523076187684,0.0,5,0,1116,0,228.0,216.0,223.2,5.878775382679627,0.0,0.0,0.0,0.0,228,216,223.2,5.878775382679627,34.559999999999995,40,0,8,5,1087853.0,2445759.0,65240.00000000001,878114.6769428808,4351412.0,2445759.0,65240.00000000001,1087853.0,878114.6769428808,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,223.2,0,0,0.0,0.0,0.0,0.0,1262413.0,1183346.0,1222879.5,39533.5,0.0,0.0,0.0,0.0,0.0,0.0,223.2,0.0,0,5,0,1116,0
10.5.39.122,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,0.0,0,0,0,0,1,0,293,0,293.0,293.0,293.0,0.0,0.0,0.0,0.0,0.0,293,293,293.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,293.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0,1,0,293,0
10.5.37.70,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,6138906.0,264.86804000582515,0.9773728413499082,0.9773728413499082,0.0,6,0,1626,0,406.0,176.0,271.0,98.06460455570434,0.0,0.0,0.0,0.0,406,176,271.0,98.06460455570434,9616.666666666666,48,0,8,6,1227781.2,2790288.0,554132.0,862236.3674126486,6138906.0,2790288.0,554132.0,1227781.2,862236.3674126486,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,271.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0,6,0,1626,0
10.5.41.169,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,4941414.0,242.23835525620805,1.011856120535539,1.011856120535539,0.0,5,0,1197,0,399.0,154.0,239.4,89.5781223290598,0.0,0.0,0.0,0.0,399,154,239.4,89.5781223290598,8024.240000000001,40,0,8,5,1235353.5,3052511.0,537081.0,1051062.7015343804,4941414.0,3052511.0,537081.0,1235353.5,1051062.7015343804,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,239.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.4,0.0,0,5,0,1197,0
10.5.37.65,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,5234886.0,264.5711864594568,1.1461567644453001,1.1461567644453001,0.0,6,0,1385,0,387.0,166.0,230.83333333333334,74.19437684592785,0.0,0.0,0.0,0.0,387,166,230.83333333333334,74.19437684592785,5504.805555555555,48,0,8,6,1046977.2,3346033.0,274640.0,1176193.8803359587,5234886.0,3346033.0,274640.0,1046977.2,1176193.8803359587,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,230.83333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.83333333333334,0.0,0,6,0,1385,0
10.5.37.157,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,4294520.0,355.1037135698518,1.3971293648649907,1.3971293648649907,0.0,6,0,1525,0,421.0,162.0,254.16666666666666,86.53018099034708,0.0,0.0,0.0,0.0,421,162,254.16666666666666,86.53018099034708,7487.472222222223,48,0,8,6,858904.0,2751461.0,270234.0,956782.7787327697,4294520.0,2751461.0,270234.0,858904.0,956782.7787327697,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,254.16666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,4.0,0.0,0.0,728.3012197277709,0.0,254.16666666666666,0.0,0,6,0,1525,0
10.5.42.154,239.255.255.250,62318,1900,2048,2022-05-18 12:26:45,294157.0,1723.5693864160976,10.198635422580459,10.198635422580459,0.0,3,0,507,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,24,0,8,3,147078.5,254843.0,39314.0,107764.5,294157.0,254843.0,39314.0,147078.5,107764.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,3,0,507,0
10.5.42.57,224.0.0.251,5353,5353,2048,2022-05-18 12:26:45,0.0,0,0,0,0,1,0,154,0,154.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,154,154,154.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,154.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0,1,0,154,0
