src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
31.13.81.9,10.5.43.2,443,35738,2048,2022-05-18 12:26:42,0.0,0,0,0,0,1,0,105,0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,105,105,105.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,105.0,282,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0,1,0,105,0
10.5.38.155,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,7987295.0,513.56560637863,1.3771871453351856,1.3771871453351856,0.0,11,0,4102,0,1496.0,126.0,372.90909090909093,452.84543912414216,0.0,0.0,0.0,0.0,1496,126,372.90909090909093,452.84543912414216,205068.99173553716,88,0,8,11,798729.5,2439479.0,2408.0,727186.8343541775,7987295.0,2439479.0,2408.0,798729.5,727186.8343541775,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,372.90909090909093,0,0,0.0,0.0,0.0,0.0,1555671.0,883808.0,1219739.5,335931.5,1638.0,5.0,0.0,0.0,895.7383525304608,0.0,372.90909090909093,0.0,0,11,0,4102,0
10.5.45.206,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,2794620.0,679.1621043290322,1.4313216108093407,1.4313216108093407,0.0,4,0,1898,0,793.0,170.0,474.5,304.66087704199896,0.0,0.0,0.0,0.0,793,170,474.5,304.66087704199896,92818.25,32,0,8,4,931540.0,2157000.0,317337.0,866531.9107141987,2794620.0,2157000.0,317337.0,931540.0,866531.9107141987,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,474.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.5,0.0,0,4,0,1898,0
10.5.39.57,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,7112442.0,202.32150926503164,0.7029934303857944,0.7029934303857944,0.0,5,0,1439,0,479.0,221.0,287.8,97.09871265881952,0.0,0.0,0.0,0.0,479,221,287.8,97.09871265881952,9428.16,40,0,8,5,1778110.5,4039888.0000000005,618976.0,1348698.2286422527,7112442.0,4039888.0000000005,618976.0,1778110.5,1348698.2286422527,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,287.8,0,0,0.0,0.0,0.0,0.0,2489984.0,1549904.0,2019944.0,470040.0,0.0,0.0,0.0,0.0,0.0,0.0,287.8,0.0,0,5,0,1439,0
10.5.45.80,239.255.255.250,59048,1900,2048,2022-05-18 12:26:43,29841.0,16990.047250427266,100.53282396702524,100.53282396702524,0.0,3,0,507,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,24,0,8,3,14920.5,22120.0,7721.0,7199.5,29841.0,22120.0,7721.0,14920.5,7199.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,3,0,507,0
10.5.45.56,10.5.47.255,54915,54915,2048,2022-05-18 12:26:43,7987017.0,345.93641155390054,1.1268287021299692,1.1268287021299692,0.0,9,0,2763,0,307.0,307.0,307.0,0.0,0.0,0.0,0.0,0.0,307,307,307.0,0.0,0.0,72,0,8,9,998377.125,1239840.0,908536.0,123960.46546019975,7987017.0,1239840.0,908536.0,998377.125,123960.46546019975,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,307.0,0,0,0.0,0.0,0.0,0.0,1181026.0,58814.0,619920.0,561106.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0,9,0,2763,0
10.5.45.174,10.5.47.255,54915,54915,2048,2022-05-18 12:26:43,7981654.0,346.16885171920507,1.127585836218909,1.127585836218909,0.0,9,0,2763,0,307.0,307.0,307.0,0.0,0.0,0.0,0.0,0.0,307,307,307.0,0.0,0.0,72,0,8,9,997706.75,1208801.0,911880.0,113494.84058289831,7981654.0,1208801.0,911880.0,997706.75,113494.84058289831,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,307.0,0,0,0.0,0.0,0.0,0.0,1176838.0,31963.0,604400.5,572437.5,1052.0,4.0,0.0,0.0,377.251721210978,0.0,307.0,0.0,0,9,0,2763,0
10.5.41.120,239.255.255.250,60175,1900,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,138,0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,138,138,138.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,138.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0,1,0,138,0
10.5.46.98,239.255.255.250,1900,1900,2048,2022-05-18 12:26:43,1223025.0,2556.7752090104455,4.90586864536702,4.90586864536702,0.0,6,0,3127,0,556.0,476.0,521.1666666666666,29.991202413744972,0.0,0.0,0.0,0.0,556,476,521.1666666666666,29.991202413744972,899.4722222222222,48,0,8,6,244605.0,666012.0,1682.0,299426.0216561012,1223025.0,666012.0,1682.0,244605.0,299426.0216561012,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,521.1666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2863.0,6.0,0.0,0.0,2340.9169886142963,0.0,521.1666666666666,0.0,0,6,0,3127,0
10.5.36.160,239.255.255.250,52763,1900,2048,2022-05-18 12:26:43,3088698.0,93.8906943961501,0.6475220303182765,0.6475220303182765,0.0,2,0,290,0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,145,145,145.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,145.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0,2,0,290,0
10.5.40.120,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,6474538.0,996.5189794237056,1.3900605726617097,1.3900605726617097,0.0,9,0,6452,0,1493.0,236.0,716.8888888888889,482.5249433839191,0.0,0.0,0.0,0.0,1493,236,716.8888888888889,482.5249433839191,232830.32098765433,72,0,8,9,809317.25,1878074.0,2901.0,823168.7965997239,6474538.0,1878074.0,2901.0,809317.25,823168.7965997239,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,716.8888888888889,0,0,0.0,0.0,0.0,0.0,1819239.0,8227.0,626024.6666666666,843907.3295270966,0.0,0.0,0.0,0.0,0.0,0.0,716.8888888888889,0.0,0,9,0,6452,0
10.5.34.236,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,8253769.0,559.0173410474657,1.6961947929485306,1.6961947929485306,0.0,14,0,4614,0,1488.0,168.0,329.57142857142856,334.1502472767334,0.0,0.0,0.0,0.0,1488,168,329.57142857142856,334.1502472767334,111656.38775510209,112,0,8,14,634905.3076923077,2735301.0,1148.0,788175.9678611784,8253769.0,2735301.0,1148.0,634905.3076923077,788175.9678611784,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,329.57142857142856,0,0,0.0,0.0,0.0,0.0,1812729.0,922572.0,1367650.5,445078.5,2669.0,8.0,0.0,0.0,2806.7496598038533,0.0,329.57142857142856,0.0,0,14,0,4614,0
10.5.36.79,239.255.255.250,50833,1900,2048,2022-05-18 12:26:43,291430.0,1739.697354424733,10.294067185945167,10.294067185945167,0.0,3,0,507,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,24,0,8,3,145715.0,276970.0,14460.0,131255.0,291430.0,276970.0,14460.0,145715.0,131255.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,3,0,507,0
10.5.40.108,10.5.47.255,137,137,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,94,0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,94,94,94.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,94.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0,1,0,94,0
10.5.41.105,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,89,0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,89,89,89.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,89.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0,1,0,89,0
10.5.44.82,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,2494365.0,800.203659047493,0.8018072735946824,0.8018072735946824,0.0,2,0,1996,0,1264.0,732.0,998.0,266.0,0.0,0.0,0.0,0.0,1264,732,998.0,266.0,70756.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,998.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,0.0,0,2,0,1996,0
10.5.41.105,239.255.255.250,50807,1900,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,169,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,1,0,169,0
10.5.41.55,10.5.47.255,54915,54915,2048,2022-05-18 12:26:43,7982986.0,346.11109176440993,1.1273976930436806,1.1273976930436806,0.0,9,0,2763,0,307.0,307.0,307.0,0.0,0.0,0.0,0.0,0.0,307,307,307.0,0.0,0.0,72,0,8,9,997873.25,1170764.0,922057.0,98989.97644174636,7982986.0,1170764.0,922057.0,997873.25,98989.97644174636,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,307.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,4.0,0.0,0.0,371.7754575188229,0.0,307.0,0.0,0,9,0,2763,0
10.5.41.83,239.255.255.250,49391,1900,2048,2022-05-18 12:26:43,933239.0,467.1900767113247,2.1430737463822234,2.1430737463822234,0.0,2,0,436,0,218.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218,218,218.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,2,0,436,0
10.5.41.83,239.255.255.250,51728,1900,2048,2022-05-18 12:26:43,933486.0,458.4964316551078,2.1425066899771394,2.1425066899771394,0.0,2,0,428,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,2,0,428,0
10.5.41.231,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,3247.0,590391.1302740992,615.9531875577457,615.9531875577457,0.0,2,0,1917,0,1068.0,849.0,958.5,109.5,0.0,0.0,0.0,0.0,1068,849,958.5,109.5,11990.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,958.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.5,0.0,0,2,0,1917,0
10.5.41.177,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,8334727.000000001,227.4819559176923,0.8398595418902142,0.8398595418902142,0.0,7,0,1896,0,413.0,194.0,270.85714285714283,90.29543347325183,0.0,0.0,0.0,0.0,413,194,270.85714285714283,90.29543347325183,8153.265306122448,56,0,8,7,1389121.1666666667,2793979.0,273699.0,899937.0958817839,8334727.0,2793979.0,273699.0,1389121.1666666667,899937.0958817839,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,270.85714285714283,0,0,0.0,0.0,0.0,0.0,2793979.0,22426.0,1154186.3333333333,1187139.1793541124,0.0,0.0,0.0,0.0,0.0,0.0,270.85714285714283,0.0,0,7,0,1896,0
10.5.39.57,239.255.255.250,51880,1900,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,169,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,1,0,169,0
10.5.45.191,10.5.47.255,138,138,2048,2022-05-18 12:26:43,2785211.0,156.54110227196432,0.7180784507888271,0.7180784507888271,0.0,2,0,436,0,218.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218,218,218.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,2,0,436,0
10.5.41.120,10.5.47.255,54915,54915,2048,2022-05-18 12:26:43,7984479.0,346.04637321984313,1.1271868834522578,1.1271868834522578,0.0,9,0,2763,0,307.0,307.0,307.0,0.0,0.0,0.0,0.0,0.0,307,307,307.0,0.0,0.0,72,0,8,9,998059.875,1203450.0,903654.0,119252.3975853709,7984479.0,1203450.0,903654.0,998059.875,119252.3975853709,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,307.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,4.0,0.0,0.0,377.158601107276,0.0,307.0,0.0,0,9,0,2763,0
10.5.34.25,239.255.255.250,55977,1900,2048,2022-05-18 12:26:43,2147579.0,298.94127294036684,1.3969218361699385,1.3969218361699385,0.0,3,0,642,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,24,0,8,3,1073789.5,1202483.0,945096.0,128693.5,2147579.0,1202483.0,945096.0,1073789.5,128693.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,3,0,642,0
10.5.46.189,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,6744680.0,260.5016101579319,1.0378550205495294,1.0378550205495294,0.0,7,0,1757,0,437.0,210.0,251.0,76.49649851930666,0.0,0.0,0.0,0.0,437,210,251.0,76.49649851930666,5851.714285714285,56,0,8,7,1124113.3333333333,2793448.0,336526.0,898102.9742617987,6744680.0,2793448.0,336526.0,1124113.3333333333,898102.9742617987,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,251.0,0,0,0.0,0.0,0.0,0.0,1826217.0,967231.0,1396724.0,429493.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0,7,0,1757,0
10.5.46.191,239.255.255.250,57432,1900,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,218,0,218.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218,218,218.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,1,0,218,0
10.5.43.242,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,6749254.0,169.9447079632801,0.5926580922869402,0.5926580922869402,0.0,4,0,1147,0,469.0,208.0,286.75,107.50668583860262,0.0,0.0,0.0,0.0,469,208,286.75,107.50668583860262,11557.6875,32,0,8,4,2249751.3333333335,4226425.0,628733.0,1490126.3858729864,6749254.0,4226425.0,628733.0,2249751.3333333335,1490126.3858729864,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,286.75,0,0,0.0,0.0,0.0,0.0,2332329.0,1894096.0,2113212.5,219116.5,0.0,0.0,0.0,0.0,0.0,0.0,286.75,0.0,0,4,0,1147,0
10.5.37.82,239.255.255.250,48180,1900,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,169,0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,169,169,169.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,169.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0,1,0,169,0
10.5.33.1,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,5542784.0,199.35830081056739,1.262903263053368,1.262903263053368,0.0,7,0,1105,0,183.0,116.0,157.85714285714286,27.09996611188483,0.0,0.0,0.0,0.0,183,116,157.85714285714286,27.09996611188483,734.4081632653061,56,0,8,7,923797.3333333334,2354956.0,39039.0,804428.3645493585,5542784.0,2354956.0,39039.0,923797.3333333334,804428.3645493585,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,157.85714285714286,0,0,0.0,0.0,0.0,0.0,1526997.0,827959.0,1177478.0,349519.0,514.0,4.0,0.0,0.0,386.447278892385,0.0,157.85714285714286,0.0,0,7,0,1105,0
10.5.32.17,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,5867873.0,92.53779009872912,0.5112585088327576,0.5112585088327576,0.0,3,0,543,0,181.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0,181,181,181.0,0.0,0.0,24,0,8,3,2933936.5,3980699.0,1887174.0,1046762.5,5867873.0,3980699.0,1887174.0,2933936.5,1046762.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,181.0,0,0,0.0,0.0,0.0,0.0,2093525.0,1887174.0,1990349.5,103175.5,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0,3,0,543,0
10.5.39.80,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,7052566.0,680.4615511574085,1.8433007220350721,1.8433007220350721,0.0,13,0,4799,0,1482.0,137.0,369.15384615384613,340.45441266136015,0.0,0.0,0.0,0.0,1482,137,369.15384615384613,340.45441266136015,115909.2071005917,104,0,8,13,587713.8333333334,2770025.0,1701.0,808599.5792554797,7052566.0,2770025.0,1701.0,587713.8333333334,808599.5792554797,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,369.15384615384613,0,0,0.0,0.0,0.0,0.0,1559677.0,1501574.0,1530625.5,29051.5,3117.0,10.0,0.0,0.0,1984.5678678279073,0.0,369.15384615384613,0.0,0,13,0,4799,0
10.5.46.234,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,118,0,118.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,118,118,118.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,118.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0,1,0,118,0
10.5.34.117,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,138,0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,138,138,138.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,138.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0,1,0,138,0
10.5.42.99,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,3996176.0,274.51243388679575,1.2511961435131986,1.2511961435131986,0.0,5,0,1097,0,309.0,85.0,219.4,109.73714047668638,0.0,0.0,0.0,0.0,309,85,219.4,109.73714047668638,12042.24,40,0,8,5,999044.0,2742789.0,2375.0,1127836.6487984862,3996176.0,2742789.0,2375.0,999044.0,1127836.6487984862,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,219.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.4,0.0,0,5,0,1097,0
10.5.39.246,10.5.47.255,57621,57621,2048,2022-05-18 12:26:43,0.0,0,0,0,0,1,0,88,0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,88,88,88.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,88.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0,1,0,88,0
10.5.45.56,10.5.47.255,137,137,2048,2022-05-18 12:26:43,7629242.0,135.53115761696904,1.4418208257124365,1.4418208257124365,0.0,11,0,1034,0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,94,94,94.0,0.0,0.0,88,0,8,11,762924.2,920699.0,612787.0,135201.4300093013,7629242.0,920699.0,612787.0,762924.2,135201.4300093013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,94.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,11.0,0.0,0.0,72.09104128562183,0.0,94.0,0.0,0,11,0,1034,0
10.5.46.137,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,5787272.0,150.32989636567973,0.69117193731347,0.69117193731347,0.0,4,0,870,0,225.0,210.0,217.5,7.5,0.0,0.0,0.0,0.0,225,210,217.5,7.5,56.25,32,0,8,4,1929090.6666666667,3052923.0,596211.0,1013783.0318223367,5787272.0,3052923.0,596211.0,1929090.6666666667,1013783.0318223367,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,217.5,0,0,0.0,0.0,0.0,0.0,2138138.0,914785.0,1526461.5,611676.5,0.0,0.0,0.0,0.0,0.0,0.0,217.5,0.0,0,4,0,870,0
10.5.46.82,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,6451968.0,342.3761556163949,0.774957346347657,0.774957346347657,0.0,5,0,2209,0,767.0,234.0,441.8,181.26378568263436,0.0,0.0,0.0,0.0,767,234,441.8,181.26378568263436,32856.56,40,0,8,5,1612992.0,3352434.0,328178.0,1097442.4878327337,6451968.0,3352434.0,328178.0,1612992.0,1097442.4878327337,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,441.8,0,0,0.0,0.0,0.0,0.0,1829331.0,274850.0,1117478.0,641316.0273006334,0.0,0.0,0.0,0.0,0.0,0.0,441.8,0.0,0,5,0,2209,0
10.5.32.152,224.0.0.251,5353,5353,2048,2022-05-18 12:26:43,6476999.0,200.09266637218872,0.617569957938854,0.617569957938854,0.0,4,0,1296,0,432.0,213.0,324.0,108.02083132433299,0.0,0.0,0.0,0.0,432,213,324.0,108.02083132433299,11668.5,32,0,8,4,2158999.6666666665,3709155.0,1177600.0,1108995.0212633458,6476999.0,3709155.0,1177600.0,2158999.6666666665,1108995.0212633458,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,324.0,0,0,0.0,0.0,0.0,0.0,2531555.0,1590244.0,2060899.5,470655.5,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0,4,0,1296,0
